,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,c7010592-f43a-4b86-8f22-e12b83998c77,Dita Nur,https://play-lh.googleusercontent.com/a-/ALV-UjVqcX8SkZM5UoEQYmNbFVSGv8nZKRBbU1JfjbLBFEXJg4hz1Y7G,"pelanggan tidak boleh membatalkan pesanan, hanya driver dan cs saja yg boleh? padahal banyak driver yang tidak gerak gerak ke titik penjemputan, malah ada yang ngambil orderan dari aplikasi lain padahal saya sudah nunggu lama",1,11,6.23.0,2025-08-15 13:38:14,"Halo, mohon maaf atas pengalaman kurang nyaman yang Anda alami. Saat ini pembatalan pesanan memang hanya bisa dilakukan oleh driver/CS untuk menjaga kenyamanan bersama. Namun, kami terus evaluasi agar sistem lebih adil bagi pengguna. Jika ada driver yang tidak bergerak/tidak sesuai, silakan laporkan melalui menu bantuan di aplikasi. -RZ",2025-08-17 09:15:00,6.23.0
11,b3df58f7-3925-4e52-94bd-c20c31c93f3c,Fahri Assiddyqi,https://play-lh.googleusercontent.com/a-/ALV-UjWJnqWWfw3_u2mKgu38CZIDrihQEBc_goahxwb1zy68TF4Ta6sl,"sebenernya udh bagus nih apk sama terpercaya dan banyak diskon, minusnya untuk beberapa daerah masih sulit untuk dijangkau lewat maps jadi mohon ditambahkan ya admin ditunggu jawaban dan updatenya semoga bisa lancar trus ya apknya👌",3,0,6.20.3,2025-07-07 21:50:00,"Terima kasih banyak atas ulasannya dan dukungannya. Kami senang ACI dirasa bermanfaat dan terpercaya. Terkait area yang belum terjangkau di maps, masukan Anda sangat kami apresiasi dan akan segera kami tindak lanjuti. Kami terus berupaya memperluas cakupan layanan agar lebih mudah diakses semua pengguna. Nantikan update selanjutnya dari ACI ya. -RZ",2025-07-08 08:59:59,6.20.3
12,0aa9e57f-ea39-429f-9e58-efee88ce348f,Surip Urifah,https://play-lh.googleusercontent.com/a/ACg8ocJZXo6goSwn07oeFs5Bd-mokIIoYWxJwK8iNleD4kqFZhBrlQ=mo,"Apk ndak jelas promo 40% maksimal 120k kok cuma 7k promonya ndak jelas banget, terus kan apa hubungannya sama minimum order kalau disitu saya sudah info dapat promo tapi cuma 7k itu berarti sudah sesuai dengan minimal pembelian. hitungan sistem kalian banyak bug mungkin",1,7,6.20.3,2025-07-11 11:18:53,"Hai Kak, mohon maaf atas ketidaknyamanannya. Promo 40% maksimal Rp120.000 memiliki syarat dan ketentuan yang berlaku, termasuk minimum transaksi dan jenis layanan tertentu. Untuk info lebih lengkap, Kakak bisa cek detail promo di halaman utama aplikasi atau hubungi tim support kami. Kami siap bantu ya 🙏 -RZ
",2025-07-11 10:36:15,6.20.3
13,3aee098f-490a-4155-aff4-cc517393f3a1,Muhammad Daffa Ilyas Ilyas,https://play-lh.googleusercontent.com/a-/ALV-UjVOM-v0Tz58esqUGJgmevjR_2hgNgDd6eGYtoHVhofFIBxUQjE,"Secara keseluruhan, aplikasi ACI Food ini sangat menarik dan punya konsep yang bagus. Tampilan antarmukanya bersih, navigasinya mudah, dan fitur-fitur yang ditawarkan cukup lengkap serta relevan dengan kebutuhan pengguna masa kini. Saya pribadi sangat antusias ketika pertama kali mengunduh aplikasi ini, karena terlihat menjanjikan dan sesuai dengan kebutuhan saya dalam hal pemesanan makanan Namun, sayangnya hingga saat ini layanan ACI Food belum tersedia atau belum menjangkau area tempat saya",4,2,6.21.0,2025-07-09 09:36:34,"Halo kak Muhammad Daffa Ilyas Ilyas. Terima kasih atas apresiasi dan ulasan lengkapnya, Kak! Kami senang bisa memberikan kesan positif. Terkait ketersediaan layanan, saat ini memang belum mencakup semua area. Masukan Kakak akan jadi pertimbangan ekspansi ke depannya. Semoga segera hadir di wilayah Kakak! 🙏😊-ARS",2025-07-10 09:49:12,6.21.0
14,376a1490-95fb-42f8-aec9-c801a3336a3d,Riska Hardiyanti,https://play-lh.googleusercontent.com/a-/ALV-UjWm2E1Uu_CTg96K-F5inRWWWyCPh5iEsrsaoD6vnCzHuszdxec,"enak banget, bisa bayar pake qris. lebih hemat tarif dan fleksibel waktu. Bisa jadi tempat amal buat anak yatim juga klau kita order disini",5,0,6.23.0,2025-08-27 20:12:10,"Halo kak, terima kasih atas ulasannya 🙏 Senang mendengar ACI memudahkan dengan pembayaran via QRIS, tarif hemat, fleksibel, serta sekaligus bisa ikut berbagi lewat program untuk anak yatim. 💳✨ Semoga selalu memberi manfaat lebih untuk kakak. -ARS",2025-08-27 22:31:27,6.23.0
15,5a3f9f74-f504-4571-85c5-a643e636e668,Nana Putri,https://play-lh.googleusercontent.com/a-/ALV-UjU5sck9hl_0qRiTgoWhEbWHnC25hge6w0mlrz9906JipVbuwTI,"Suka banget sama drivernya ramah dan harga makanannya juga lebih murah. Pembayaran pun bisa dilakukan berbagai metode seperti tunai , dana dll",5,0,6.23.0,2025-08-27 19:29:48,"Halo kak, terima kasih atas ulasannya. Kami senang mendengar driver yang ramah membuat nyaman, harga makanan di ACI lebih terjangkau, serta pilihan pembayaran yang beragam mulai dari tunai hingga e-wallet memudahkan transaksi kakak. Kami akan terus berusaha memberi layanan terbaik. -ARS",2025-08-28 09:13:59,6.23.0
16,0236248f-2215-48b4-a91f-02f697aa9161,Fransisca Angelio,https://play-lh.googleusercontent.com/a-/ALV-UjU-xhzdW9IiMmkqlANCHM0DQWILewmG16lhPQWzubQF_-y9Gf0,Saya merasa aman menggunakan ACI karena ada fitur tombol darurat dan informasi detail tentang driver. Ini memberikan rasa nyaman selama perjalanan.,5,0,6.23.0,2025-08-28 08:17:35,"Halo kak, terima kasih atas ulasannya. Kami senang fitur tombol darurat dan informasi detail driver bisa memberikan rasa aman serta nyaman selama perjalanan. Keamanan pengguna selalu menjadi prioritas kami, dan kami akan terus meningkatkan layanan ACI agar lebih terpercaya. -ARS",2025-08-28 09:18:56,6.23.0
17,165c7712-710c-4f40-8856-8b6fb151eedb,GELL. X OFFICAL,https://play-lh.googleusercontent.com/a-/ALV-UjWREsaX6Aj2kGJg4-kN4zogxAcQpymgvxoRl-RFe2e0HAPKil7m,"driver nya ramah ramah dan sopan sudah gitu biaya nya tergolong murah lebih murah dari pada apk sebelah sudah gitu pembayaran nya ada macam macan ada tunai,qris,shoppe dana gopay dll overall bagus sih",5,0,6.23.0,2025-08-27 19:29:59,"Halo kak, terima kasih atas ulasannya. Kami senang driver yang ramah dan sopan bisa menambah kenyamanan, ditambah tarif yang lebih murah serta pilihan pembayaran lengkap mulai dari tunai, QRIS, ShopeePay, Dana, GoPay, dan lainnya. Semoga ACI terus jadi andalan kakak. -ARS",2025-08-28 09:13:38,6.23.0
18,ad477046-311b-4447-8d5e-eadb25a5821b,RISKA RIANA MECCA,https://play-lh.googleusercontent.com/a/ACg8ocLsYK-e9KHpK9_GwPOjoScweH_tLrh3eUlaHoT_lV4wVFqkfWU=mo,"Aplikasinya sangat membantu, harga lebih murah dibanding kompetitor lain. Layanan cepat dan drivernya ramah sekali.",5,0,6.23.0,2025-08-27 19:28:39,"Halo kak, terima kasih atas ulasannya. Kami senang ACI bisa membantu dengan harga yang lebih murah dibanding kompetitor, layanan yang cepat, serta driver yang ramah. Semoga pengalaman bersama ACI selalu menyenangkan dan bermanfaat bagi kakak. -ARS",2025-08-28 09:15:51,6.23.0
19,e689cb46-16fd-480c-8411-5d0a88230061,Khodam Harimau Loreng,https://play-lh.googleusercontent.com/a/ACg8ocI2Hcpbjy9Rbi7rxNT64NpYOxNz0xjqGHDtF7Kxhr4leTylhA=mo,"kata nya bs semua,,klo dengan pembayaran dgn aplikasi ???knp pakai dana g' bs ???hedddyyy,,tolong aplikasi aci nya d'perbaharui lg Ya ,,agar bs lebih baik lg..terima kasih 🙏,,Wassalam !!!",2,0,6.23.0,2025-08-11 15:56:40,Terima kasih atas masukan dan dukungannya. Mohon maaf atas kendala pembayaran menggunakan DANA. Tim kami akan melakukan pengecekan dan pembaruan agar fitur pembayaran dapat berjalan dengan baik. Pastikan aplikasi ACI selalu diperbarui ke versi terbaru untuk pengalaman yang lebih optimal. -RZ,2025-08-12 08:22:56,6.23.0
20,755539d9-a01f-4c4a-8b49-bfc5ea0e912c,De Tyas,https://play-lh.googleusercontent.com/a/ACg8ocJBSgdx6A3_ZRalMRAv9ZA-iaKwpS4AyisflPXED6jMnw-1Tg=mo,"aplikasinya bener"" membantu,aci ridenya juga lumayan murah,ada aci foodnya juga murah"" ,apalgi ada program SCR antar jmput ke sekolah gratis utk anak yatim piatu ,semoga amanah trus aplikasinya bagus",5,0,6.23.0,2025-08-27 19:40:48,"Halo kak, terima kasih atas ulasan hangatnya. Kami senang ACI bisa membantu dengan layanan Ride yang terjangkau, ACI Food yang murah, serta program CSR antar jemput gratis untuk anak yatim piatu. Doa dan dukungan kakak menjadi semangat kami untuk terus amanah dan menghadirkan layanan terbaik. -ARS",2025-08-28 08:26:43,6.23.0
21,d49139b7-70b0-4f18-a699-b06adf2a4a49,Ghina Nur Salsabil,https://play-lh.googleusercontent.com/a-/ALV-UjUa9bKkKjnnzS3sjWI_Pw7AjqX-AlmmXflStvRjGr3bNmKdeb5L,"Pernah coba kirim barang ke beberapa alamat sekaligus, ternyata bisa di ACI, lumayan hemat ongkir.",5,0,6.23.0,2025-08-27 19:33:21,"Halo kak, terima kasih sudah mencoba layanan ACI. Senang mendengar fitur kirim barang ke beberapa alamat sekaligus bisa membantu kakak lebih hemat ongkir. Kami akan terus berinovasi agar layanan pengiriman semakin praktis, efisien, dan bermanfaat untuk pengguna. -ARS",2025-08-28 08:30:37,6.23.0
22,cde73ffc-bd3b-4fa5-ae0a-02009c860e8c,WANDY Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjU1F6J0r-iyhgk46Ms9IxrbjBtHz1E5h4hkT-pFC347A0chMBg,"Suka banget aku jadi lebih hemat pengeluaran bulanan, enak banget tarifnya lebih murah sukses selalu",5,0,6.23.0,2025-08-27 20:41:14,"Halo kak, terima kasih atas ulasan manisnya 🙏 Senang mendengar ACI bisa bantu kakak lebih hemat pengeluaran bulanan dengan tarif yang lebih murah. 💸🚗✨ Doakan kami agar terus sukses dan bisa memberi layanan terbaik untuk Anda. -ARS",2025-08-27 22:09:57,6.23.0
23,9135262f-b9c5-442d-87c0-81eabf05e734,Zafira Riskina silva,https://play-lh.googleusercontent.com/a-/ALV-UjV7fI8vI65Aa1HZGhsFkSDT8sHqq-Mv1QHpRHSrBQNl-7UJplE,"Udah coba beberapa kali, sejauh ini puas terus. Aplikasi lancar, harga murah, pelayanan mantap",5,0,6.23.0,2025-08-27 19:35:53,"Halo kak, terima kasih atas ulasan positifnya. Kami senang mendengar kakak puas dengan pengalaman menggunakan ACI, mulai dari aplikasi yang lancar, harga yang murah, hingga pelayanan yang mantap. Semoga ACI selalu jadi pilihan utama kakak. -ARS",2025-08-28 08:29:59,6.23.0
24,02c19273-b0a8-4ca3-b051-245742bed481,Aryo Baskoro,https://play-lh.googleusercontent.com/a-/ALV-UjWfE13JXnoX24wSA-UtGeRHaZfjvhOl7T4XWUl3wxyZUXqGZKZN,maaf saya kasih bintang 3. awal daftar lumayan dapat poin banyak. cuman jaraknya yg dapat jauh2 sma setiap resto stoknya banyak yg kosong.,3,1,6.23.0,2025-08-09 16:38:32,"Terima kasih atas masukannya 🙏
Kami akan terus memperbaiki sistem jarak order dan ketersediaan stok agar lebih optimal. Masukan Anda sangat membantu kami dalam meningkatkan layanan ACI ke depannya. -RZ",2025-08-09 19:04:34,6.23.0
25,b3f05024-161c-463c-b81b-1948e6e129f9,Verawati Mangauhe,https://play-lh.googleusercontent.com/a-/ALV-UjUkxc1ExjXCsYoi4RXB0UfHyQtkNbpasD01uYC7CVS-IX-MgEY,"Harganya sangat terjangkau, dan pembayaran fleksibel bisa bayar pake QRIS, dan yang paling saya suka drivernya sangat ramah👍🏻",5,0,6.23.0,2025-08-27 19:32:51,"Halo kak, terima kasih atas ulasannya. Kami senang ACI bisa hadir dengan harga terjangkau, pilihan pembayaran fleksibel termasuk QRIS, serta driver yang ramah sehingga menambah kenyamanan. Kami akan terus berkomitmen memberikan layanan terbaik untuk kakak. -ARS",2025-08-28 08:31:10,6.23.0
26,664376a5-6591-4b26-8a2b-e81a19f749c9,Nadzriel Ndpp,https://play-lh.googleusercontent.com/a/ACg8ocIDbeRf1nMYsDvoz_ewjsX5xCDh86gVNbzSe6VnhxWl02Bgow=mo,"aplikasi kurang bagus ,,gak kyak iklan nya,,susah buka restoran,gak sesuai promo",1,0,6.22.0,2025-07-29 10:44:33,"Mohon maaf atas pengalaman yang kurang menyenangkan. Kami terus berupaya meningkatkan layanan agar sesuai dengan harapan pengguna. Terkait kendala buka restoran dan promo, mohon diinformasikan lebih lanjut melalui menu bantuan di aplikasi atau hubungi CS kami agar bisa kami bantu cek dan tindak lanjuti. -RZ",2025-07-29 13:22:09,6.22.0
27,2d06b4b5-9d1b-4344-a9f2-61d581e29ee1,Idris Wahidin,https://play-lh.googleusercontent.com/a/ACg8ocLpjs1U7HzXqIVjhcAPrQtG39_xSjgO288x5g113i4DgEZD2A=mo,"aplikasinya mantap,cepat dan murah,semoga aplikasinya ga di jawa timur saja.semoga banyak yg instal rekomended sekali",5,2,6.22.0,2025-07-31 23:15:14,Terima kasih atas ulasan positifnya 🙏 Senang mendengar Anda puas dengan layanan ACI. Saat ini kami terus berupaya memperluas jangkauan layanan agar bisa dinikmati di lebih banyak wilayah. Doakan semoga segera hadir di kota Anda juga 🚀 -RZ,2025-08-01 18:03:38,6.22.0
28,9b0b47d1-6be6-4383-8592-e0044acace7f,Elin Siti Soleha,https://play-lh.googleusercontent.com/a-/ALV-UjX81FNHSBm3NQr8cRxiMUB57F-WcTEfjo4Lca2B0fPk9iqLe0E,"apk aneh terjadi kesalahan aja terus , cari makanan gada resto terus , ini bisa dipake apa ngga sih",1,2,6.21.0,2025-07-20 20:35:58,"Halo Kak, mohon maaf atas ketidaknyamanan yang terjadi. Terkait kendala ""terjadi kesalahan"" dan tidak munculnya resto, mohon pastikan koneksi internet stabil dan lokasi diaktifkan. Jika masih berlanjut, silakan hubungi tim CS kami agar bisa kami bantu cek lebih lanjut. Terima kasih atas masukannya, akan kami jadikan bahan perbaikan ke depannya.-RZ",2025-07-21 09:14:29,6.21.0
29,a0fd3983-8143-46ea-bba4-e5603f89fc7d,Kirsten Swanson,https://play-lh.googleusercontent.com/a-/ALV-UjVQLgshHeKAnAP7xsfBFUGhFsq79PaG3I_mBXFpnrMJf-MQJTTd,"pembayarannya sangat mudah, bisa pakai shopeepay, gopay, ovo, dana. dll.... banyak banget pilihannya. gak bikin ribet.",5,0,6.23.0,2025-08-27 20:34:46,"Halo kak, terima kasih atas ulasannya 🙏 Senang mendengar pembayaran di ACI terasa mudah dengan banyak pilihan seperti Shopeepay, Gopay, OVO, Dana, dan lainnya. 💳✨ Semoga selalu praktis dan tidak ribet untuk setiap transaksi kakak. -ARS",2025-08-27 22:12:24,6.23.0
30,ddd070bf-0628-432b-89b0-c7e1609a3e65,Rein Mesakh soy,https://play-lh.googleusercontent.com/a/ACg8ocLWYJbEkWUyxvTu5oORvmPL4_Iy6t07dr2FiQyhouXqXatZcw=mo,"masukin wilayah kendari juga kak, soalnya wilayah kendari ternyata ngga ada, saran aja nih kak, semoga di baca yah kak",5,0,6.23.0,2025-08-16 11:17:58,"Halo, terima kasih banyak atas sarannya 🙏 Saat ini layanan ACI memang belum tersedia di wilayah Kendari. Masukan ini akan kami teruskan sebagai bahan pertimbangan pengembangan ke depannya. Semoga segera bisa hadir di kota Anda 😊 -Rz",2025-08-17 09:19:35,6.23.0
31,008c0a2d-d5b1-48ed-abb9-e4fc786f42f0,Vita Meriana,https://play-lh.googleusercontent.com/a-/ALV-UjVFgCkeMma0--x5zESMwcyGAEfT4peYQq-A4dNBCebnuFhpEfQ,praktis banget soalnya bisa bayar pakai Qris gaperlu top up saldo.. gak ribet pake ACI ride ini,5,0,6.23.0,2025-08-27 19:28:58,"Halo kak, terima kasih atas ulasannya. Kami senang fitur pembayaran QRIS membuat perjalanan dengan ACI Ride jadi lebih praktis tanpa perlu top up saldo. Kami akan terus berupaya menghadirkan layanan yang mudah dan nyaman untuk kakak. -ARS",2025-08-28 09:15:30,6.23.0
32,3f2e0f03-11b4-4049-b6c9-4ad9030a36fb,Pragmatic Zoro,https://play-lh.googleusercontent.com/a/ACg8ocJzJmemnoxFwiwXx5Ap24gZYfWU6mwC7PikhR12cNqh8bCPBQ=mo,Tarifnya lebih murah dibanding yang lain. banyak promo juga. driver nya top.,5,0,6.23.0,2025-08-27 19:57:05,"Halo kak, terima kasih atas ulasannya 🙏 Senang mendengar tarif ACI lebih murah dengan banyak promo serta driver yang memuaskan. Semoga selalu jadi pilihan terbaik untuk kakak. -ARS",2025-08-27 22:34:56,6.23.0
33,b62b385f-23a9-4f26-b3e0-b85b460ced08,Inayah Faqih,https://play-lh.googleusercontent.com/a/ACg8ocJWNz2Poyu32-YZdSNF3VIhNUfd108kNOhhg6Iycdf6FzgP5yo=mo,"aktivasi speedcashnya kok ga bisa ya, saya mau nambahin nomer, sdh di coba berulangkali ttp ga dpt no. verifikasi, ini gimana caranya ya min?",5,8,6.22.0,2025-08-02 05:10:03,"Halo kak, mohon maaf atas kendalanya. Untuk proses aktivasi SpeedCash, pastikan nomor HP yang digunakan aktif dan memiliki pulsa/kuota agar SMS atau WhatsApp verifikasi dapat diterima. Jika kode verifikasi masih belum masuk, silakan hubungi CS ACI melalui menu Bantuan di aplikasi agar dapat dibantu lebih lanjut. 🙏 -RZ",2025-08-03 09:29:27,6.22.0
34,5253c6c5-68f8-48d9-b592-dab08dae6b0b,Roy Han,https://play-lh.googleusercontent.com/a-/ALV-UjX2acpgMweQTmexdJx4C-_1JXkuM7pz7cATuuMRGJFzhA3MqrB2,menurutku aplikasi ini bagus pelayanan cs juga cepet tapi sayangnya drivernya sedikit mungkin Karna masih baru jadi ya bagusla apknya sukses selalu mantab aci,5,9,6.22.0,2025-07-31 23:06:21,"Terima kasih banyak atas dukungannya 🙏 Senang mendengar Anda puas dengan layanan dan pelayanan CS kami. Terkait jumlah driver, kami terus berupaya menambah mitra agar layanan semakin cepat dan mudah diakses. Mohon doanya agar ACI bisa berkembang lebih baik lagi 🚀 -RZ",2025-08-01 18:02:48,6.22.0
35,00770718-2ed7-4e0e-b83d-5d3b0e50b5c4,BANG JAWS,https://play-lh.googleusercontent.com/a-/ALV-UjWWXLJOkWP_45m6LZf1WxgzouqXwC7I5dkXM-n5d8QFF3nKphP1,"bintang 3 dulu, soalnya udah top up belum masuk masuk, udah lapor via WhatsApp belum ada jawaban, nanti kalo saldonya masuk aku ganti bintang 5",5,0,6.21.0,2025-07-20 13:15:09,"Halo Kak, mohon maaf atas kendala yang dialami. Kami pastikan setiap laporan akan kami tindak lanjuti secepatnya. Jika Kakak sudah menghubungi via WhatsApp, mohon ditunggu sebentar ya, tim kami sedang memprosesnya. Terima kasih atas pengertiannya, semoga saldo segera masuk dan pengalaman Kakak kembali menyenangkan bersama ACI. -RZ",2025-07-21 09:01:54,6.21.0
